b'3573027_Unc5',85
b'4198113_where',28
b'3446386_cytokeratin',4
b'4974783_%',19
b'4846872_0_dot_14',0
b'4899022_(IRF)1',0
b'4959414_EVH1',7
b'4284788_Effects',1
b'4159784_expression',126
"b'4327415_sample,'",0
b'4190072_carried',3
b'4251486_meet',0
b'3446386_MIF-treated',5
b'2854093_show',15
b'4076706_following',15
b'5009750_5',5
b'4525167_mutant',2
b'3684578_respectively_dot_',4
b'4391979_towards',3
b'4552866_served',36
b'3824535_ATG7',56
b'3858550_assessed',14
b'3824535_and/or',5
b'3684578_CD4+',4
b'3898689_individual',2
b'3688685_their',28
b'3596708_periodontium',3
"b'3446386_(c,'",9
b'3517545_(A)',35
b'3817409_i)_dot_',0
b'4488719_At',4
b'4937866_age)',4
b'4161520_HeLa-derived',6
b'4327415_upper',0
b'3937121_Images',0
b'4764856_fibroblasts',2
b'3853869_indicated',2
b'4098832_All',14
b'4488719_localises',2
b'4511861_cumulative',2
b'3696638_mRNA',828
b'4894969_n=10',0
b'3274522_B:',25
b'4010529_cumulative',2
b'4132181_mitochondria(l);',1
b'2975197_CDK\xc2\xb7cyclin',40
b'3715495_aged',238
b'4546315_Immunofluorescence',1
b'4150825_(KD)',0
b'2965226_panel)_dot_',6
b'2766270_graph',4
b'4600982_(mTOR)',1
b'4893163_infiltrating',0
b'4530601_secreted',33
b'4625550_structures_dot_',1
b'4327415_experiments_dot_',0
b'2917024_permeabilized',2
b'4860787_targeting',6
b'3762791_signals',1
b'4423948_h_dot_',3
"b'4490096_arrows,'",0
b'4268886_high',45
b'4191416_Introducing',2
b'3726710_protein',4
b'3581489_\xce\xb2-catenin',16
b'3703607_Loss',0
b'3861503_polyacrylamide',6
b'4123075_Apoptosis',4
b'2377423_isolated',4
b'3928559_c-e_dot_',0
b'4198113_22114)',1
"b'4353233_lysed,'",1
b'3817409_Human',8
b'4429043_average',1
b'4991853_transduced',24
b'4472009_0_dot_005_dot_',1
b'3926834_contain',1
b'4210174_area',6
"b'3573027_(CB),'",2
b'4159784_(B)_dot_',1
b'4132181_sub-regions_dot_',1
b'3898689_DD',1
b'4327415_Scale',0
b'4430306_expression',68
b'3282066_(left',1
b'3824535_GFP-DR4',5
b'4327415_Fluorescence',2
b'4741730_apoptosis',104
"b'3020928_appropriate,'",1
b'4669703_25',1
b'4098832_cAMP/PKA',6
b'4287930_Seven-month-old',1
b'4749552_analysis_dot_DOI:',1
b'4913974_tissues',18
b'3020928_viruses_dot_',1
b'4595004_6',3
b'3531509_B2-',1
b'3169490_groups_dot_',12
b'3703824_per',6
b'4270761_extent',35
b'4895048_NICD-A-dependent',1
b'3943907_ATG5-ATG12',10
b'4238046_pre-validated',0
b'4072523_between',33
b'4545512_domains',0
b'2965226_0_dot_05',9
b'4327415_(0))',0
b'4072523_intensity',55
b'4914296_(or',96
b'4072523_shows',3
b'3852559_Migration',8
b'3266931_5)',2
b'4429043_low',3
b'4429043_presented;',0
b'4376850_TNF-treated',1
b'4430306_Expression',0
b'4268886_while',8
b'3900710_3\xe2\x80\xb2',2
b'4289333_correlated',2
b'4740116_obtained',0
b'3168919_cell',1080
b'4344199_T7',246
b'4951198_http://dx_dot_doi_dot_org/10_dot_7554/eLife_dot_14012_dot_019',2
b'3685218_experiment',0
b'3072416_*p<0_dot_05',1
b'3386972_(D)',25
"b'4073211_H3F3A,'",1
b'4327415_yellow',2
b'3979393_vehicle',20
b'3161989_stably',18
b'4344198_dimer',30
b'4315243_siRNA_dot_',1
b'3852559_stably',160
b'4161520_transgenes_dot_',1
b'4076706_medium',22
b'4951302_resolution',16
b'4892665_10\xc3\x97',1
b'4327415_state_dot_',1
b'4749552_frequency;',16
b'3898689_ANOVA;',0
b'4423948_activation',148
b'4824655_times',0
b'4865646_CA3',1
b'2632903_foreign',24
"b'4123072_(open),'",0
b'4669703_LC3BII',0
b'4894969_quantified_dot_',0
b'4822073_other',18
b'4482781_minigene',1
b'4540568_Intestinal',4
b'3616259_(A\xe2\x80\x93E)',1
b'4378987_phase',12
b'4757796_(n=6\xe2\x80\x938)_dot_',0
b'3898689_beta-ACTIN',0
b'3162406_represent',20
b'4765795_ERS-GFP-SUN2Lm',4
b'4545512_Nek2+Talpid3',0
"b'4582193_cycle,'",2
b'4081061_DR-GFP',78
b'3909892_well)_dot_',0
b'3446386_data',42
b'4098832_composite',30
b'3432040_identity',40
b'3618116_points',3
b'3491060_48',18
b'3161989_(GAPDH)',1
b'4448539_measured',16
"b'4729957_domains,'",0
b'3133752_1\xce\xb1',1
b'2864743_express',6
b'4571337_present',5
b'4858182_0_dot_86',1
b'3070874_phase',1
"b'4824655_Q0ZHG,'",4
b'4560833_immunofluorescence',0
b'4558155_\xe2\x88\x921_dot_5',1
b'3980041_experiment',2
"b'4552866_desmoglein1/2,'",2
b'3774611_autophagosome/lysosome',5
b'4914296_tested',8
b'4825594_Dual',1
b'2917024_individuals_dot_',1
b'4198113_Trbl',5289
b'2978680_blue',2
b'4490096_vitro',3
b'4729931_tissue_dot_',0
b'3213115_shown',20
b'4186808_receptor',5
b'4895048_complex',2
b'4467408_(G)_dot_',1
b'3703607_microscopy',0
b'4991753_3',8
b'3317656_D)_dot_',6
b'4862641_Myr-p110\xce\xb1',30
b'4008708_MOBs',0
b'4849155_ecto-CRT_dot_',0
b'4098832_versus',0
b'3058788_expression',200
b'3282066_duct',1
b'4908437_Dsi-scr',1
b'4717579_test',70
b'4757796_examine',2
b'2910502_adherent',3
"b'4745265_D0,'",6
b'4072523_dihydrochloride',1
b'3020928_model',2
b'4472009_upstream',5
b'4825594_following',100
b'4996630_expressed_dot_',0
b'2975197_substrates',2
b'4895048_grey',0
b'3618116_proteins',10
b'4729931_Pearson',0
b'4908437_293FT',24
b'3184399_Generation',0
b'4123072_completely',16
b'5009750_shows',4
b'3050809_marker',36
b'3120713_statistical',3
b'4737181_human',120
b'4657330_negative',10
b'4530601_controls',1
b'3082196_shRNA)_dot_',1
b'4123072_differential',2
"b'4081061_(siBRCA1#7,'",1
b'4182782_described',16
b'4868678_(ii\xc2\xad)_dot_',1
b'4102935_Anchorage-independent',0
"b'3670853_(B,'",9
"b'4203941_(N,'",1
b'2583050_plasmid',1
b'4481296_shRNA-mediated',1
b'4862641_vector',6
b'4259308_values',6
b'3688685_rodent',3
b'4996630_BRL_dot_',0
b'4010529_affect',6
b'3762791_Rn18s',3
b'3141233_BrdU',2
b'4353233_IR',8
b'4669788_first',5
b'2965226_indicate',40
b'3922744_vector',44
b'4779053_dC',682
b'4770269_13\xe2\x80\x9316);',0
"b'3948061_pThr382,'",0
b'3852559_compared',2
b'3196493_anti-Survivin',2
b'4194285_0_dot_209',0
"b'3999101_D,'",12
b'4203941_vivo_dot_',1
b'4415602_shown_dot_',3
b'4595214_hour',18
b'3667825_(4',1
b'4801438_(right)_dot_',9
b'3688626_P30',18
b'4344199_T7-phosphorylation',4
b'4415602_mutants',4
b'4496188_\xce\xbcM)_dot_',2
b'4391862_SNc_dot_',8
b'4041848_blots',12
b'4595214_slips',28
b'3446386_served',63
b'4590596_Induction',1
b'3696638_this',8
b'4657330_interaction',140
b'4958313_Electron',2
b'3507217_vesicle;',16
b'4344198_prepared',3
b'3491060_(time-of-addition)',1
b'4635517_(e)',0
b'4757796_kg)',0
b'4558155_(upstream',1
b'3703607_transient',1
b'3898689_white)_dot_',0
b'3829018_time-points',3
b'4822073_inflammatory',14
b'3616259_Anisofilter',3
b'4822073_original',6
b'4589759_Control',0
b'4506591_p38',40
b'4893163_yet',2
b'3581489_normal',6
b'2828961_G2',10
b'3432040_A',2
b'4671098_miRNA-mediated',3
"b'4159784_(E,F)'",4
b'4991769_retinas',360
"b'4571337_GFP,'",1
b'3639583_\xe2\x88\x92110',6
b'4741973_body',3
b'4729931_co-precipitates',0
b'4047890_followed',12
"b'4545512_b,'",0
b'3266931_untreated_dot_',4
b'3677633_(KEAP1KD)',2
"b""2917024_'comets'""",4
b'3665688_Alexa',8
b'4517814_under',12
b'3948061_cancer)',0
b'3943907_1_dot_2%',1
b'4415602_set',88
b'3276580_while',14
b'4632089_Increased',2
b'4472009_before_dot_',2
b'4880970_receptor',70
b'3213115_Error',1
b'4671348_(control',4
b'4757796_examined',48
b'4737181_(G)',9
b'4511861_section',2
b'3276580_inverted',36
b'4849470_outcome',3
b'3196493_13H00',10
b'4511861_(I)',1
b'4490096_sections',1
b'3266931_require',3
b'3020928_(CT',1
b'4893163_All',15
b'3829018_harvested_dot_',1
b'4669703_treated',105
b'3639583_0_dot_05)',20
b'3704647_obvious',1
b'4807820_granule',3
b'3684578_cellular',16
b'4182782_then',33
b'4673271_transfection',3
b'4001315_performed',56
b'3141233_monoubiquitination',76
b'2854093_total',96
b'4430306_colonies',1
b'3834312_10',22
b'4747472_24',36
b'4440640_expression',1386
b'3857786_BDNF',18
b'4449815_quantification',0
b'4408875_coupled',3
b'4667845_western',6
b'4764856_lower',3
b'3665688_serum-starved',84
b'3823098_Liver',21
b'4530601_immunostained',1
b'4489807_peaks',4
b'3366968_Ni2+-NTA',6
b'2766270_section',1
b'4287930_Significant',1
b'3703824_acetylation',112
b'3101807_induces',2
b'4238046_(right)_dot_',0
b'4899846_points_dot_',0
b'3688626_probed',1
b'3019552_lysates_dot_',1
b'4268694_bladder',6
b'4893163_(K)',0
b'4517814_ECAR',1
b'3366968_normalized',2
b'4571337_number',4
b'4951302_indicated',30
b'3261210_targets',4
b'4391862_vehicle',35
b'4382927_normal',55
b'4284788_H3',20
b'3834312_graph',1
b'3020928_negative',6
b'4595004_attenuates',12
b'4994064_immunoblotting',3
b'4488719_column',4
b'3762791_(M)',1
b'4996630_Statistical',1
b'4743083_5',8
b'3616259_filtering;',4
b'4472009_GAPDH',4
b'4908134_HSP60',3
b'3618116_extracted',28
b'4010529_pAkt',2
b'4511861_(60%',1
"b'4951302_IL-1\xce\xb2,'",32
b'3688626_(ERG)',1
"b'3685218_JNKK2-JNK1,'",0
b'4123072_10',48
b'3823098_PCNA-positive',9
b'2854093_0_dot_0534_dot_',0
b'1762387_two',4
b'3059971_normalized',6
"b'3999101_mTOR,'",10
b'3184399_Oct4',6
b'4741730_NAC',7
b'2978680_MYH9',8
b'4895048_Dashed',0
"b'3531509_4\xc2\xb0C,'",1
b'3948061_Kaplan\xe2\x80\x93Meier',2
b'4481296_Ctip',24
b'4595004_added',18
b'3614961_indicates',2
"b'4749552_structures,'",15
b'4764856_Quantification',0
b'3019552_response',7
b'3058788_visualize',1
b'4472009_its',38
b'1919482_(F)',1
b'4408875_foci_dot_',0
b'4364838_cohort',1
b'3943907_E)',9
b'3852559_invasion',20
b'3704647_mean',3
b'4858182_localization',18
b'4996630_control',36
b'3335829_presented',20
b'3634024_Cells',28
b'3823098_28',2
b'4161520_2)',2
b'3869823_z-stacks',24
b'4557334_non-specific',0
b'4511861_(C',1
b'4353233_rapidly',5
b'4148127_lysed',3
b'3082196_(B)',64
b'4203941_\xc2\xb5m)_dot_',4
"b'4826942_capacity,'",1
b'4571337_contacts',12
b'5007297_N=109',0
b'3792957_values_dot_',1
b'4635517_untreated',0
